Material,Publications,Crystal System,Space Group,Calculated Band Gap,superconduct,conduct,resist,metal,insulator,doped,ferromagnetism,antiferromagnetism,ferrimagnetism,magnet,\d K,DFT,DMFT,charge density wave,band structure,susceptibility,NMR,nuclear magnetic resonance,neutron,mu-SR,x-ray
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\selenidesMaterialsKeySearchFull.csv]selenidesMaterialsKeySearchFull!A97"",""KCu4Se3"")",2,tetragonal,123,0.0768,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\selenidesMaterialsKeySearchFull.csv]selenidesMaterialsKeySearchFull!A99"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\selenidesMaterialsKeySearchFull.csv]selenidesMaterialsKeySearchFull!A100"",""1"")",,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\selenidesMaterialsKeySearchFull.csv]selenidesMaterialsKeySearchFull!A101"",""1"")",,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\selenidesMaterialsKeySearchFull.csv]selenidesMaterialsKeySearchFull!A104"",""KCuSe"")",0,hexagonal,194,0.1782,,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\selenidesMaterialsKeySearchFull.csv]selenidesMaterialsKeySearchFull!A108"",""K9Fe2Se7"")",0,cubic,198,0.3782,,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\selenidesMaterialsKeySearchFull.csv]selenidesMaterialsKeySearchFull!A112"",""K6CoSe4"")",0,hexagonal,186,0.4271,,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\selenidesMaterialsKeySearchFull.csv]selenidesMaterialsKeySearchFull!A116"",""Ba(CuSe)2, BaCu2Se2"")",1,"orthorhombic, tetragonal","62, 139","0.4863, 0.3793",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\selenidesMaterialsKeySearchFull.csv]selenidesMaterialsKeySearchFull!A118"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\selenidesMaterialsKeySearchFull.csv]selenidesMaterialsKeySearchFull!A119"",""1"")",,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\selenidesMaterialsKeySearchFull.csv]selenidesMaterialsKeySearchFull!A120"",""1"")",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\selenidesMaterialsKeySearchFull.csv]selenidesMaterialsKeySearchFull!A121"",""1"")",,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\selenidesMaterialsKeySearchFull.csv]selenidesMaterialsKeySearchFull!A124"",""K3(Cu4Se3)2, K3Cu8Se6"")",0,monoclinic,12,0.5441,,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\selenidesMaterialsKeySearchFull.csv]selenidesMaterialsKeySearchFull!A128"",""LaCuSe2"")",1,monoclinic,14,0.8799,,,,,,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\selenidesMaterialsKeySearchFull.csv]selenidesMaterialsKeySearchFull!A130"",""1"")",,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\selenidesMaterialsKeySearchFull.csv]selenidesMaterialsKeySearchFull!A133"",""K2MnSe2"")",0,orthorhombic,72,0.9895,,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\selenidesMaterialsKeySearchFull.csv]selenidesMaterialsKeySearchFull!A137"",""Ba2MnSe3"")",1,orthorhombic,62,1.0675,,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\selenidesMaterialsKeySearchFull.csv]selenidesMaterialsKeySearchFull!A141"",""YCuSe2"")",1,trigonal,156,1.0705,,,,,,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\selenidesMaterialsKeySearchFull.csv]selenidesMaterialsKeySearchFull!A143"",""1"")",,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\selenidesMaterialsKeySearchFull.csv]selenidesMaterialsKeySearchFull!A146"",""K6MnSe4"")",0,hexagonal,186,1.2349,,,,,,,,,,,,,,,,,,,,,
