Material,Publications,Crystal System,Space Group,Calculated Band Gap,superconduct,conduct,resist,metal,insulator,doped,ferromagnetism,antiferromagnetism,ferrimagnetism,magnet,\d K,DFT,DMFT,charge density wave,band structure,susceptibility,NMR,nuclear magnetic resonance,neutron,mu-SR,x-ray
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A439"",""CaVO3"")",67,"orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic","62, 62, 62, 62, 62, 62, 62, 62","0.2354, 0.2354, 0.2354, 0.2354, 0.2354, 0.2354, 0.2354, 0.2354",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A441"",""7"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A442"",""9"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A443"",""27"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A444"",""13"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A445"",""1"")",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A446"",""15"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A447"",""10"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A448"",""3"")",,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A449"",""5"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A450"",""2"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A451"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A452"",""5"")"
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A455"",""CaV2O5"")",59,"orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic","59, 59, 59, 59, 59, 59, 59, 59","1.8884, 1.8884, 1.8884, 1.8884, 1.8884, 1.8884, 1.8884, 1.8884",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A457"",""4"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A458"",""4"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A459"",""2"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A460"",""3"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A461"",""2"")",,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A462"",""32"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A463"",""21"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A464"",""2"")",,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A465"",""3"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A466"",""13"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A467"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A468"",""2"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A469"",""8"")"
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A472"",""CaV2O6"")",24,"monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic","12, 12, 12, 12, 12, 12, 12, 12","2.9196, 2.9196, 2.9196, 2.9196, 2.9196, 2.9196, 2.9196, 2.9196",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A474"",""5"")",,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A475"",""1"")",,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A478"",""CaV3O7"")",21,"orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic","62, 62, 62, 62, 62, 62, 62, 62","2.4386, 2.4386, 2.4386, 2.4386, 2.4386, 2.4386, 2.4386, 2.4386",,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A480"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A481"",""1"")",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A482"",""14"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A483"",""8"")",,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A484"",""7"")",,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A485"",""5"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A486"",""3"")"
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A489"",""CaV4O9"")",142,"tetragonal, tetragonal, tetragonal, tetragonal, tetragonal, tetragonal, tetragonal, tetragonal","85, 85, 85, 85, 85, 85, 85, 85","2.4882, 2.4882, 2.4882, 2.4882, 2.4882, 2.4882, 2.4882, 2.4882",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A491"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A492"",""3"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A493"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A494"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A495"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A496"",""32"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A497"",""7"")",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A498"",""2"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A499"",""15"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A500"",""2"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A501"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A502"",""5"")",,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A505"",""Ca2V2O7"")",21,"triclinic, triclinic, triclinic, triclinic, triclinic, triclinic, triclinic, triclinic","2, 2, 2, 2, 2, 2, 2, 2","3.0528, 3.0528, 3.0528, 3.0528, 3.0528, 3.0528, 3.0528, 3.0528",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A507"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A508"",""3"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A509"",""2"")",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A510"",""1"")",,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A511"",""2"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A512"",""1"")",,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A515"",""Ca3V2O8"")",12,"trigonal, trigonal, trigonal, trigonal, trigonal, trigonal, trigonal, trigonal","166, 166, 166, 166, 166, 166, 166, 166","3.5139, 3.5139, 3.5139, 3.5139, 3.5139, 3.5139, 3.5139, 3.5139",,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A517"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A518"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A519"",""1"")",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A520"",""2"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A521"",""1"")",,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A524"",""Ca10V6O25"")",5,"trigonal, trigonal, trigonal, trigonal, trigonal, trigonal, trigonal, trigonal, trigonal, trigonal, trigonal, trigonal, trigonal, trigonal, trigonal, trigonal","147, 143, 147, 143, 147, 143, 147, 143, 147, 143, 147, 143, 147, 143, 147, 143","2.3156, 2.35, 2.3156, 2.35, 2.3156, 2.35, 2.3156, 2.35, 2.3156, 2.35, 2.3156, 2.35, 2.3156, 2.35, 2.3156, 2.35",,,,,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A526"",""1"")",,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A529"",""Ca3V10O25"")",0,"triclinic, triclinic, triclinic, triclinic, triclinic, triclinic, triclinic, triclinic","1, 1, 1, 1, 1, 1, 1, 1","0.9212, 0.9212, 0.9212, 0.9212, 0.9212, 0.9212, 0.9212, 0.9212",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A533"",""KV2CrO7"")",0,V,4,monoclinic,,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A537"",""K2MnV4O12"")",1,V,8,monoclinic,,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A541"",""K2MnV2O7"")",1,V,4,tetragonal,,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A545"",""KMnVO4"")",1,V,16,monoclinic,,,,,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A547"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A548"",""1"")",,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A549"",""1"")",,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A552"",""KV3Cu5O13"")",0,V,6,triclinic,,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A556"",""K4V2O7"")",8,"monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic","12, 12, 12, 12, 12, 12, 12, 12","3.4405, 3.4405, 3.4405, 3.4405, 3.4405, 3.4405, 3.4405, 3.4405",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A560"",""KV3O8"")",11,"monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic","11, 11, 11, 11, 11, 11, 11, 11","2.0824, 2.0824, 2.0824, 2.0824, 2.0824, 2.0824, 2.0824, 2.0824",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A562"",""3"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A563"",""1"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A564"",""1"")",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A565"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A566"",""2"")",,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A567"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A568"",""2"")",,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A571"",""KVO3"")",159,"orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic, orthorhombic","57, 57, 57, 57, 57, 57, 57, 57","3.0372, 3.0372, 3.0372, 3.0372, 3.0372, 3.0372, 3.0372, 3.0372",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A573"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A574"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A575"",""8"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A576"",""4"")",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A577"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A578"",""4"")",,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A579"",""4"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A580"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A581"",""1"")",,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A584"",""KV4O8"")",0,"tetragonal, tetragonal, tetragonal, tetragonal, tetragonal, tetragonal, tetragonal, tetragonal","87, 87, 87, 87, 87, 87, 87, 87","0.0026, 0.0026, 0.0026, 0.0026, 0.0026, 0.0026, 0.0026, 0.0026",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A588"",""K3V3O8"")",0,"trigonal, trigonal, trigonal, trigonal, trigonal, trigonal, trigonal, trigonal","164, 164, 164, 164, 164, 164, 164, 164","1.8032, 1.8032, 1.8032, 1.8032, 1.8032, 1.8032, 1.8032, 1.8032",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A592"",""K2V8O21"")",6,"monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic, monoclinic","12, 12, 12, 12, 12, 12, 12, 12","1.2759, 1.2759, 1.2759, 1.2759, 1.2759, 1.2759, 1.2759, 1.2759",,,,,,,,,,,,,,,,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A594"",""1"")",,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A597"",""K2V3O8"")",21,"tetragonal, tetragonal, tetragonal, tetragonal, tetragonal, tetragonal, tetragonal, tetragonal","100, 100, 100, 100, 100, 100, 100, 100","2.0111, 2.0111, 2.0111, 2.0111, 2.0111, 2.0111, 2.0111, 2.0111",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A599"",""2"")",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A600"",""1"")",,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A601"",""2"")",,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A602"",""15"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A603"",""7"")",,,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A604"",""4"")",,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A605"",""3"")",,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A608"",""K5V3O10"")",1,"tetragonal, tetragonal, tetragonal, tetragonal, tetragonal, tetragonal, tetragonal, tetragonal","92, 92, 92, 92, 92, 92, 92, 92","3.0582, 3.0582, 3.0582, 3.0582, 3.0582, 3.0582, 3.0582, 3.0582",,,,,,,,,,,,,,,,,,,,,
"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A612"",""K3V5O14"")",16,"trigonal, trigonal, trigonal, trigonal, trigonal, trigonal, trigonal, trigonal","157, 157, 157, 157, 157, 157, 157, 157","2.3325, 2.3325, 2.3325, 2.3325, 2.3325, 2.3325, 2.3325, 2.3325",,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A614"",""3"")",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A615"",""1"")",,,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A616"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A617"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A618"",""1"")",,,"=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A619"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A620"",""1"")","=HYPERLINK(""[C:\Users\eager55\Desktop\webScrape\searchWoK\searchWoKResults\vanadatesMaterialsKeySearchFull.csv]vanadatesMaterialsKeySearchFull!A621"",""1"")",,,,
